Uniprot Entry,Accession Name
Q8BL97,['SRSF7_MOUSE']
P39054,['DYN2_MOUSE']
Q9Z2W0,['DNPEP_MOUSE']
P83940,['ELOC_MOUSE']
Q9WV55,['VAPA_MOUSE']
O88485,['DC1I1_MOUSE']
Q80YN3,['BCAS1_MOUSE']
Q7TQK5,['CCD93_MOUSE']
Q9ERG2,['STRN3_MOUSE']
Q8BZ98,['DYN3_MOUSE']
Q99JR1,['SFXN1_MOUSE']
Q8C419,['GP158_MOUSE']
Q91ZR1,['RAB4B_MOUSE']
Q8K0Z7,['TACO1_MOUSE']
P56399,['UBP5_MOUSE']
Q80TK0,['K1107_MOUSE']
Q64674,['SPEE_MOUSE']
P97333,['NRP1_MOUSE']
Q9Z0R6,['ITSN2_MOUSE']
Q64515,['TRFE_MOUSE']
P63321,['RALA_MOUSE']
