Uniprot Entry,Accession Name
Q8BHC1,['RB39B_MOUSE']
P47212,['GALA_MOUSE']
Q9QYC0,['ADDA_MOUSE']
Q9CQ22,['LTOR1_MOUSE']
Q9CR57,['RL14_MOUSE']
B9EJA2,['CTTB2_MOUSE']
Q8C522,['ENDD1_MOUSE']
Q9Z0P4,['PALM_MOUSE']
Q9DCN2,['NB5R3_MOUSE']
Q5DU25,['IQEC2_MOUSE']
Q9D5V6,['SYAP1_MOUSE']
Q8R570,['SNP47_MOUSE']
Q0VBF8,['STUM_MOUSE']
Q9Z1F9,['SAE2_MOUSE']
Q9D1J3,['SARNP_MOUSE']
P47708,['RP3A_MOUSE']
Q78PY7,['SND1_MOUSE']
Q9CXZ1,['NDUS4_MOUSE']
P21107,['TPM3_MOUSE']
O88685,['PRS6A_MOUSE']
Q9WTX6,['CUL1_MOUSE']
Q9CXJ1,['SYEM_MOUSE']
Q6ZPJ3,['UBE2O_MOUSE']
Q05BC3,['EMAL1_MOUSE']
O88447,['KLC1_MOUSE']
P29341,['PABP1_MOUSE']
Q8R3M2,['ODO1_MOUSE']
Q99JY0,['ECHB_MOUSE']
Q8C0M9,['ASGL1_MOUSE']
Q8K298,['ANLN_MOUSE']
Q9EQ20,['MMSA_MOUSE']
P58404,['STRN4_MOUSE']
P19783,['COX41_MOUSE']
Q8BG39,['SV2B_MOUSE']
P08003,['PDIA4_MOUSE']
Q00PI9,['HNRL2_MOUSE']
Q8CIN4,['PAK2_MOUSE']
P32037,['GTR3_MOUSE']
P11627,['L1CAM_MOUSE']
P56812,['PDCD5_MOUSE']
P61028,['RAB8B_MOUSE']
Q99K85,['SERC_MOUSE']
Q61838,['PZP_MOUSE']
Q9DCS3,['MECR_MOUSE']
Q07813,['BAX_MOUSE']
Q9ER72,['SYCC_MOUSE']
Q9Z2Q6,['SEPT5_MOUSE']
Q9WTQ5,['AKA12_MOUSE']
P62334,['PRS10_MOUSE']
P02301,['H3C_MOUSE']
P61979,['HNRPK_MOUSE']
P63141,['KCNA2_MOUSE']
Q9Z0X1,['AIFM1_MOUSE']
Q60598,['SRC8_MOUSE']
Q9D8E6,['RL4_MOUSE']
Q9WVR4,['FXR2_MOUSE']
P58281,['OPA1_MOUSE']
P19253,['RL13A_MOUSE']
Q9DCS9,['NDUBA_MOUSE']
Q9WTT4,['VATG2_MOUSE']
P40124,['CAP1_MOUSE']
Q8C166,['CPNE1_MOUSE']
O09114,['PTGDS_MOUSE']
Q9R171,['CBLN1_MOUSE']
P19536,['COX5B_MOUSE']
P10922,['H10_MOUSE']
Q99LC5,['ETFA_MOUSE']
O35375,['NRP2_MOUSE']
P48320,['DCE2_MOUSE']
Q9QYK7,['RNF11_MOUSE']
P70232,['NCHL1_MOUSE']
Q8R1N4,['NUDC3_MOUSE']
Q9Z1X4,['ILF3_MOUSE']
Q91WM1,['STRBP_MOUSE']
Q64331,['MYO6_MOUSE']
Q91VR5,['DDX1_MOUSE']
Q80ZS3,['RT26_MOUSE']
O08532,['CA2D1_MOUSE']
Q62186,['SSRD_MOUSE']
Q8K221,['ARFP2_MOUSE']
Q99J85,['NPTXR_MOUSE']
Q9Z2H5,['E41L1_MOUSE']
P27659,['RL3_MOUSE']
Q9CT03,['PSIP1_MOUSE']
Q9WV80,['SNX1_MOUSE']
Q9D1I6,['RM14_MOUSE']
Q2TPA8,['HSDL2_MOUSE']
Q62178,['SEM4A_MOUSE']
Q8JZP2,['SYN3_MOUSE']
Q9Z1Z2,['STRAP_MOUSE']
O54834,['RHG06_MOUSE']
Q64727,['VINC_MOUSE']
